ext_index	char	unicode	big5	category	t2s	dfs_code	page	low	slot_source	compat_class	note
4823	駥	U+99E5	EC63	cjk	駥	$3868	$38	$68	extension-page	cjk-extension	new/expanded DFS page
4824	駤	U+99E4	EC64	cjk	𫘠	$3869	$38	$69	extension-page	cjk-extension	new/expanded DFS page
4825	駰	U+99F0	EC65	cjk	骃	$386A	$38	$6A	extension-page	cjk-extension	new/expanded DFS page
4826	駣	U+99E3	EC66	cjk	駣	$386B	$38	$6B	extension-page	cjk-extension	new/expanded DFS page
4827	駪	U+99EA	EC67	cjk	𬳽	$386C	$38	$6C	extension-page	cjk-extension	new/expanded DFS page
4828	駩	U+99E9	EC68	cjk	𩧴	$386D	$38	$6D	extension-page	cjk-extension	new/expanded DFS page
4829	駧	U+99E7	EC69	cjk	𩧲	$386E	$38	$6E	extension-page	cjk-extension	new/expanded DFS page
4830	骹	U+9AB9	EC6A	cjk	骹	$386F	$38	$6F	extension-page	cjk-extension	new/expanded DFS page
4831	骿	U+9ABF	EC6B	cjk	骿	$3870	$38	$70	extension-page	cjk-extension	new/expanded DFS page
4832	骴	U+9AB4	EC6C	cjk	骴	$3871	$38	$71	extension-page	cjk-extension	new/expanded DFS page
4833	骻	U+9ABB	EC6D	cjk	骻	$3872	$38	$72	extension-page	cjk-extension	new/expanded DFS page
4834	髶	U+9AF6	EC6E	cjk	髶	$3873	$38	$73	extension-page	cjk-extension	new/expanded DFS page
4835	髺	U+9AFA	EC6F	cjk	髺	$3874	$38	$74	extension-page	cjk-extension	new/expanded DFS page
4836	髷	U+9AF7	EC71	cjk	髷	$3875	$38	$75	extension-page	cjk-extension	new/expanded DFS page
4837	鬳	U+9B33	EC72	cjk	鬳	$3876	$38	$76	extension-page	cjk-extension	new/expanded DFS page
4838	鮀	U+9B80	EC73	cjk	𬶍	$3877	$38	$77	extension-page	cjk-extension	new/expanded DFS page
4839	鮅	U+9B85	EC74	cjk	𫚑	$3878	$38	$78	extension-page	cjk-extension	new/expanded DFS page
4840	鮇	U+9B87	EC75	cjk	鮇	$3879	$38	$79	extension-page	cjk-extension	new/expanded DFS page
4841	魼	U+9B7C	EC76	cjk	魼	$387A	$38	$7A	extension-page	cjk-extension	new/expanded DFS page
4842	魾	U+9B7E	EC77	cjk	魾	$387B	$38	$7B	extension-page	cjk-extension	new/expanded DFS page
4843	魻	U+9B7B	EC78	cjk	魻	$387C	$38	$7C	extension-page	cjk-extension	new/expanded DFS page
4844	鮂	U+9B82	EC79	cjk	鮂	$387D	$38	$7D	extension-page	cjk-extension	new/expanded DFS page
4845	鮓	U+9B93	EC7A	cjk	鲊	$387E	$38	$7E	extension-page	cjk-extension	new/expanded DFS page
4846	魺	U+9B7A	EC7D	cjk	鲄	$387F	$38	$7F	extension-page	cjk-extension	new/expanded DFS page
4847	鮕	U+9B95	EC7E	cjk	鮕	$3880	$38	$80	extension-page	cjk-extension	new/expanded DFS page
4848	魽	U+9B7D	ECA1	cjk	𫠐	$3881	$38	$81	extension-page	cjk-extension	new/expanded DFS page
4849	鮈	U+9B88	ECA2	cjk	𬶋	$3882	$38	$82	extension-page	cjk-extension	new/expanded DFS page
4850	鴥	U+9D25	ECA3	cjk	𫛣	$3883	$38	$83	extension-page	cjk-extension	new/expanded DFS page
4851	鴗	U+9D17	ECA4	cjk	𫁡	$3884	$38	$84	extension-page	cjk-extension	new/expanded DFS page
4852	鴠	U+9D20	ECA5	cjk	鴠	$3885	$38	$85	extension-page	cjk-extension	new/expanded DFS page
4853	鴞	U+9D1E	ECA6	cjk	鸮	$3886	$38	$86	extension-page	cjk-extension	new/expanded DFS page
4854	鴔	U+9D14	ECA7	cjk	𫛡	$3887	$38	$87	extension-page	cjk-extension	new/expanded DFS page
4855	鴩	U+9D29	ECA8	cjk	鴩	$3888	$38	$88	extension-page	cjk-extension	new/expanded DFS page
4856	鴘	U+9D18	ECAA	cjk	鴘	$3889	$38	$89	extension-page	cjk-extension	new/expanded DFS page
4857	鴢	U+9D22	ECAB	cjk	鴢	$388A	$38	$8A	extension-page	cjk-extension	new/expanded DFS page
4858	鴐	U+9D10	ECAC	cjk	𫛤	$388B	$38	$8B	extension-page	cjk-extension	new/expanded DFS page
4859	鴙	U+9D19	ECAD	cjk	鴙	$388C	$38	$8C	extension-page	cjk-extension	new/expanded DFS page
4860	麆	U+9E86	ECB0	cjk	麆	$388D	$38	$8D	extension-page	cjk-extension	new/expanded DFS page
4861	麮	U+9EAE	ECB2	cjk	麮	$388E	$38	$8E	extension-page	cjk-extension	new/expanded DFS page
4862	麭	U+9EAD	ECB3	cjk	麭	$388F	$38	$8F	extension-page	cjk-extension	new/expanded DFS page
4863	黕	U+9ED5	ECB4	cjk	黕	$3890	$38	$90	extension-page	cjk-extension	new/expanded DFS page
4864	黖	U+9ED6	ECB5	cjk	黖	$3891	$38	$91	extension-page	cjk-extension	new/expanded DFS page
4865	黺	U+9EFA	ECB6	cjk	黺	$3892	$38	$92	extension-page	cjk-extension	new/expanded DFS page
4866	鼒	U+9F12	ECB7	cjk	鼒	$3893	$38	$93	extension-page	cjk-extension	new/expanded DFS page
4867	儦	U+5126	ECB9	cjk	儦	$3894	$38	$94	extension-page	cjk-extension	new/expanded DFS page
4868	儥	U+5125	ECBA	cjk	儥	$3895	$38	$95	extension-page	cjk-extension	new/expanded DFS page
4869	儢	U+5122	ECBB	cjk	儢	$3896	$38	$96	extension-page	cjk-extension	new/expanded DFS page
4870	儤	U+5124	ECBC	cjk	儤	$3897	$38	$97	extension-page	cjk-extension	new/expanded DFS page
4871	儠	U+5120	ECBD	cjk	儠	$3898	$38	$98	extension-page	cjk-extension	new/expanded DFS page
4872	儩	U+5129	ECBE	cjk	儩	$3899	$38	$99	extension-page	cjk-extension	new/expanded DFS page
4873	勴	U+52F4	ECBF	cjk	勴	$389A	$38	$9A	extension-page	cjk-extension	new/expanded DFS page
4874	嚍	U+568D	ECC2	cjk	嚍	$389B	$38	$9B	extension-page	cjk-extension	new/expanded DFS page
4875	嚄	U+5684	ECC4	cjk	嚄	$389C	$38	$9C	extension-page	cjk-extension	new/expanded DFS page
4876	嚃	U+5683	ECC5	cjk	嚃	$389D	$38	$9D	extension-page	cjk-extension	new/expanded DFS page
4877	噾	U+567E	ECC6	cjk	噾	$389E	$38	$9E	extension-page	cjk-extension	new/expanded DFS page
4878	嚂	U+5682	ECC7	cjk	嚂	$389F	$38	$9F	extension-page	cjk-extension	new/expanded DFS page
4879	噿	U+567F	ECC8	cjk	噿	$38A0	$38	$A0	extension-page	cjk-extension	new/expanded DFS page
4880	嚁	U+5681	ECC9	cjk	嚁	$38A1	$38	$A1	extension-page	cjk-extension	new/expanded DFS page
4881	壖	U+58D6	ECCA	cjk	壖	$38A2	$38	$A2	extension-page	cjk-extension	new/expanded DFS page
4882	壔	U+58D4	ECCB	cjk	壔	$38A3	$38	$A3	extension-page	cjk-extension	new/expanded DFS page
4883	壏	U+58CF	ECCC	cjk	壏	$38A4	$38	$A4	extension-page	cjk-extension	new/expanded DFS page
4884	壒	U+58D2	ECCD	cjk	壒	$38A5	$38	$A5	extension-page	cjk-extension	new/expanded DFS page
4885	嬭	U+5B2D	ECCE	cjk	嬭	$38A6	$38	$A6	extension-page	cjk-extension	new/expanded DFS page
4886	嬥	U+5B25	ECCF	cjk	嬥	$38A7	$38	$A7	extension-page	cjk-extension	new/expanded DFS page
4887	嬣	U+5B23	ECD1	cjk	𪥰	$38A8	$38	$A8	extension-page	cjk-extension	new/expanded DFS page
4888	嬬	U+5B2C	ECD2	cjk	嬬	$38A9	$38	$A9	extension-page	cjk-extension	new/expanded DFS page
4889	嬧	U+5B27	ECD3	cjk	嬧	$38AA	$38	$AA	extension-page	cjk-extension	new/expanded DFS page
4890	嬦	U+5B26	ECD4	cjk	𫝩	$38AB	$38	$AB	extension-page	cjk-extension	new/expanded DFS page
4891	嬯	U+5B2F	ECD5	cjk	嬯	$38AC	$38	$AC	extension-page	cjk-extension	new/expanded DFS page
4892	嬮	U+5B2E	ECD6	cjk	嬮	$38AD	$38	$AD	extension-page	cjk-extension	new/expanded DFS page
4893	孻	U+5B7B	ECD7	cjk	𡥧	$38AE	$38	$AE	extension-page	cjk-extension	new/expanded DFS page
4894	寱	U+5BF1	ECD8	cjk	寱	$38AF	$38	$AF	extension-page	cjk-extension	new/expanded DFS page
4895	寲	U+5BF2	ECD9	cjk	寲	$38B0	$38	$B0	extension-page	cjk-extension	new/expanded DFS page
4896	幪	U+5E6A	ECDC	cjk	幪	$38B1	$38	$B1	extension-page	cjk-extension	new/expanded DFS page
4897	徾	U+5FBE	ECDD	cjk	徾	$38B2	$38	$B2	extension-page	cjk-extension	new/expanded DFS page
4898	徻	U+5FBB	ECDE	cjk	徻	$38B3	$38	$B3	extension-page	cjk-extension	new/expanded DFS page
4899	懃	U+61C3	ECDF	cjk	懃	$38B4	$38	$B4	extension-page	cjk-extension	new/expanded DFS page
4900	憵	U+61B5	ECE0	cjk	憵	$38B5	$38	$B5	extension-page	cjk-extension	new/expanded DFS page
4901	憼	U+61BC	ECE1	cjk	憼	$38B6	$38	$B6	extension-page	cjk-extension	new/expanded DFS page
4902	懧	U+61E7	ECE2	cjk	懧	$38B7	$38	$B7	extension-page	cjk-extension	new/expanded DFS page
4903	懠	U+61E0	ECE3	cjk	懠	$38B8	$38	$B8	extension-page	cjk-extension	new/expanded DFS page
4904	懥	U+61E5	ECE4	cjk	懥	$38B9	$38	$B9	extension-page	cjk-extension	new/expanded DFS page
4905	懤	U+61E4	ECE5	cjk	㤽	$38BA	$38	$BA	extension-page	cjk-extension	new/expanded DFS page
4906	懞	U+61DE	ECE7	cjk	蒙	$38BB	$38	$BB	extension-page	cjk-extension	new/expanded DFS page
4907	擩	U+64E9	ECE9	cjk	擩	$38BC	$38	$BC	extension-page	cjk-extension	new/expanded DFS page
4908	擣	U+64E3	ECEA	cjk	捣	$38BD	$38	$BD	extension-page	cjk-extension	new/expanded DFS page
4909	擫	U+64EB	ECEB	cjk	𢬍	$38BE	$38	$BE	extension-page	cjk-extension	new/expanded DFS page
4910	擨	U+64E8	ECED	cjk	擨	$38BF	$38	$BF	extension-page	cjk-extension	new/expanded DFS page
4911	斁	U+6581	ECEE	cjk	斁	$38C0	$38	$C0	extension-page	cjk-extension	new/expanded DFS page
4912	斀	U+6580	ECEF	cjk	斀	$38C1	$38	$C1	extension-page	cjk-extension	new/expanded DFS page
4913	斶	U+65B6	ECF0	cjk	斶	$38C2	$38	$C2	extension-page	cjk-extension	new/expanded DFS page
4914	旚	U+65DA	ECF1	cjk	旚	$38C3	$38	$C3	extension-page	cjk-extension	new/expanded DFS page
4915	曒	U+66D2	ECF2	cjk	曒	$38C4	$38	$C4	extension-page	cjk-extension	new/expanded DFS page
4916	檍	U+6A8D	ECF3	cjk	檍	$38C5	$38	$C5	extension-page	cjk-extension	new/expanded DFS page
4917	檖	U+6A96	ECF4	cjk	檖	$38C6	$38	$C6	extension-page	cjk-extension	new/expanded DFS page
4918	檥	U+6AA5	ECF6	cjk	檥	$38C7	$38	$C7	extension-page	cjk-extension	new/expanded DFS page
4919	檟	U+6A9F	ECF8	cjk	槚	$38C8	$38	$C8	extension-page	cjk-extension	new/expanded DFS page
4920	檛	U+6A9B	ECF9	cjk	檛	$38C9	$38	$C9	extension-page	cjk-extension	new/expanded DFS page
4921	檡	U+6AA1	ECFA	cjk	檡	$38CA	$38	$CA	extension-page	cjk-extension	new/expanded DFS page
4922	檞	U+6A9E	ECFB	cjk	檞	$38CB	$38	$CB	extension-page	cjk-extension	new/expanded DFS page
4923	檇	U+6A87	ECFC	cjk	檇	$38CC	$38	$CC	extension-page	cjk-extension	new/expanded DFS page
4924	檓	U+6A93	ECFD	cjk	檓	$38CD	$38	$CD	extension-page	cjk-extension	new/expanded DFS page
4925	檕	U+6A95	ED40	cjk	檕	$38CE	$38	$CE	extension-page	cjk-extension	new/expanded DFS page
4926	檃	U+6A83	ED41	cjk	檃	$38CF	$38	$CF	extension-page	cjk-extension	new/expanded DFS page
4927	檨	U+6AA8	ED42	cjk	檨	$38D0	$38	$D0	extension-page	cjk-extension	new/expanded DFS page
4928	檤	U+6AA4	ED43	cjk	檤	$38D1	$38	$D1	extension-page	cjk-extension	new/expanded DFS page
4929	橿	U+6A7F	ED45	cjk	橿	$38D2	$38	$D2	extension-page	cjk-extension	new/expanded DFS page
4930	檦	U+6AA6	ED46	cjk	檦	$38D3	$38	$D3	extension-page	cjk-extension	new/expanded DFS page
4931	檚	U+6A9A	ED47	cjk	檚	$38D4	$38	$D4	extension-page	cjk-extension	new/expanded DFS page
4932	檅	U+6A85	ED48	cjk	檅	$38D5	$38	$D5	extension-page	cjk-extension	new/expanded DFS page
4933	檌	U+6A8C	ED49	cjk	檌	$38D6	$38	$D6	extension-page	cjk-extension	new/expanded DFS page
4934	檒	U+6A92	ED4A	cjk	檒	$38D7	$38	$D7	extension-page	cjk-extension	new/expanded DFS page
4935	歛	U+6B5B	ED4B	cjk	歛	$38D8	$38	$D8	extension-page	cjk-extension	new/expanded DFS page
4936	殭	U+6BAD	ED4C	cjk	僵	$38D9	$38	$D9	extension-page	cjk-extension	new/expanded DFS page
4937	氉	U+6C09	ED4D	cjk	氉	$38DA	$38	$DA	extension-page	cjk-extension	new/expanded DFS page
4938	濌	U+6FCC	ED4E	cjk	濌	$38DB	$38	$DB	extension-page	cjk-extension	new/expanded DFS page
4939	濴	U+6FF4	ED50	cjk	濴	$38DC	$38	$DC	extension-page	cjk-extension	new/expanded DFS page
4940	濔	U+6FD4	ED51	cjk	濔	$38DD	$38	$DD	extension-page	cjk-extension	new/expanded DFS page
4941	濣	U+6FE3	ED52	cjk	濣	$38DE	$38	$DE	extension-page	cjk-extension	new/expanded DFS page
4942	濜	U+6FDC	ED53	cjk	浕	$38DF	$38	$DF	extension-page	cjk-extension	new/expanded DFS page
4943	濭	U+6FED	ED54	cjk	濭	$38E0	$38	$E0	extension-page	cjk-extension	new/expanded DFS page
4944	濧	U+6FE7	ED55	cjk	㳔	$38E1	$38	$E1	extension-page	cjk-extension	new/expanded DFS page
4945	濦	U+6FE6	ED56	cjk	濦	$38E2	$38	$E2	extension-page	cjk-extension	new/expanded DFS page
4946	濲	U+6FF2	ED58	cjk	濲	$38E3	$38	$E3	extension-page	cjk-extension	new/expanded DFS page
4947	濝	U+6FDD	ED59	cjk	濝	$38E4	$38	$E4	extension-page	cjk-extension	new/expanded DFS page
4948	濢	U+6FE2	ED5A	cjk	濢	$38E5	$38	$E5	extension-page	cjk-extension	new/expanded DFS page
4949	濨	U+6FE8	ED5B	cjk	濨	$38E6	$38	$E6	extension-page	cjk-extension	new/expanded DFS page
4950	燡	U+71E1	ED5C	cjk	燡	$38E7	$38	$E7	extension-page	cjk-extension	new/expanded DFS page
4951	燱	U+71F1	ED5D	cjk	燱	$38E8	$38	$E8	extension-page	cjk-extension	new/expanded DFS page
4952	燨	U+71E8	ED5E	cjk	燨	$38E9	$38	$E9	extension-page	cjk-extension	new/expanded DFS page
4953	燲	U+71F2	ED5F	cjk	燲	$38EA	$38	$EA	extension-page	cjk-extension	new/expanded DFS page
4954	燤	U+71E4	ED60	cjk	燤	$38EB	$38	$EB	extension-page	cjk-extension	new/expanded DFS page
4955	燰	U+71F0	ED61	cjk	燰	$38EC	$38	$EC	extension-page	cjk-extension	new/expanded DFS page
4956	燢	U+71E2	ED62	cjk	燢	$38ED	$38	$ED	extension-page	cjk-extension	new/expanded DFS page
4957	獳	U+7373	ED63	cjk	獳	$38EE	$38	$EE	extension-page	cjk-extension	new/expanded DFS page
4958	獮	U+736E	ED64	cjk	狝	$38EF	$38	$EF	extension-page	cjk-extension	new/expanded DFS page
4959	璗	U+7497	ED66	cjk	𬍡	$38F0	$38	$F0	extension-page	cjk-extension	new/expanded DFS page
4960	璲	U+74B2	ED67	cjk	璲	$38F1	$38	$F1	extension-page	cjk-extension	new/expanded DFS page
4961	璫	U+74AB	ED68	cjk	珰	$38F2	$38	$F2	extension-page	cjk-extension	new/expanded DFS page
4962	璪	U+74AA	ED6A	cjk	璪	$38F3	$38	$F3	extension-page	cjk-extension	new/expanded DFS page
4963	璭	U+74AD	ED6B	cjk	璭	$38F4	$38	$F4	extension-page	cjk-extension	new/expanded DFS page
4964	璱	U+74B1	ED6C	cjk	璱	$38F5	$38	$F5	extension-page	cjk-extension	new/expanded DFS page
4965	璥	U+74A5	ED6D	cjk	璥	$38F6	$38	$F6	extension-page	cjk-extension	new/expanded DFS page
4966	璯	U+74AF	ED6E	cjk	㻅	$38F7	$38	$F7	extension-page	cjk-extension	new/expanded DFS page
4967	甐	U+7510	ED6F	cjk	甐	$38F8	$38	$F8	extension-page	cjk-extension	new/expanded DFS page
4968	甒	U+7512	ED71	cjk	甒	$38F9	$38	$F9	extension-page	cjk-extension	new/expanded DFS page
4969	疄	U+7584	ED73	cjk	疄	$38FA	$38	$FA	extension-page	cjk-extension	new/expanded DFS page
4970	癈	U+7648	ED75	cjk	癈	$38FB	$38	$FB	extension-page	cjk-extension	new/expanded DFS page
4971	盩	U+76E9	ED79	cjk	盩	$38FC	$38	$FC	extension-page	cjk-extension	new/expanded DFS page
4972	瞫	U+77AB	ED7B	cjk	瞫	$3901	$39	$01	extension-page	cjk-extension	new/expanded DFS page
4973	瞲	U+77B2	ED7C	cjk	瞲	$3902	$39	$02	extension-page	cjk-extension	new/expanded DFS page
4974	瞷	U+77B7	ED7D	cjk	瞷	$3903	$39	$03	extension-page	cjk-extension	new/expanded DFS page
4975	瞶	U+77B6	ED7E	cjk	瞆	$3904	$39	$04	extension-page	cjk-extension	new/expanded DFS page
4976	瞴	U+77B4	EDA1	cjk	瞴	$3905	$39	$05	extension-page	cjk-extension	new/expanded DFS page
4977	瞱	U+77B1	EDA2	cjk	瞱	$3906	$39	$06	extension-page	cjk-extension	new/expanded DFS page
4978	瞨	U+77A8	EDA3	cjk	瞨	$3907	$39	$07	extension-page	cjk-extension	new/expanded DFS page
4979	矰	U+77F0	EDA4	cjk	矰	$3908	$39	$08	extension-page	cjk-extension	new/expanded DFS page
4980	磳	U+78F3	EDA5	cjk	磳	$3909	$39	$09	extension-page	cjk-extension	new/expanded DFS page
4981	礂	U+7902	EDA7	cjk	礂	$390A	$39	$0A	extension-page	cjk-extension	new/expanded DFS page
4982	磻	U+78FB	EDA8	cjk	磻	$390B	$39	$0B	extension-page	cjk-extension	new/expanded DFS page
4983	磼	U+78FC	EDA9	cjk	磼	$390C	$39	$0C	extension-page	cjk-extension	new/expanded DFS page
4984	磹	U+78F9	EDAC	cjk	磹	$390D	$39	$0D	extension-page	cjk-extension	new/expanded DFS page
4985	磾	U+78FE	EDAD	cjk	䃅	$390E	$39	$0E	extension-page	cjk-extension	new/expanded DFS page
4986	礄	U+7904	EDAE	cjk	硚	$390F	$39	$0F	extension-page	cjk-extension	new/expanded DFS page
4987	禫	U+79AB	EDAF	cjk	禫	$3910	$39	$10	extension-page	cjk-extension	new/expanded DFS page
4988	禨	U+79A8	EDB0	cjk	禨	$3911	$39	$11	extension-page	cjk-extension	new/expanded DFS page
4989	穜	U+7A5C	EDB1	cjk	穜	$3912	$39	$12	extension-page	cjk-extension	new/expanded DFS page
4990	穛	U+7A5B	EDB2	cjk	穛	$3913	$39	$13	extension-page	cjk-extension	new/expanded DFS page
4991	穖	U+7A56	EDB3	cjk	穖	$3917	$39	$17	extension-page	cjk-extension	new/expanded DFS page
4992	穘	U+7A58	EDB4	cjk	穘	$3918	$39	$18	extension-page	cjk-extension	new/expanded DFS page
4993	穔	U+7A54	EDB5	cjk	穔	$3919	$39	$19	extension-page	cjk-extension	new/expanded DFS page
4994	穚	U+7A5A	EDB6	cjk	穚	$391A	$39	$1A	extension-page	cjk-extension	new/expanded DFS page
4995	窾	U+7ABE	EDB7	cjk	窾	$391B	$39	$1B	extension-page	cjk-extension	new/expanded DFS page
4996	竀	U+7AC0	EDB8	cjk	竀	$391C	$39	$1C	extension-page	cjk-extension	new/expanded DFS page
4997	竁	U+7AC1	EDB9	cjk	竁	$391D	$39	$1D	extension-page	cjk-extension	new/expanded DFS page
4998	簅	U+7C05	EDBA	cjk	簅	$391E	$39	$1E	extension-page	cjk-extension	new/expanded DFS page
4999	篲	U+7BF2	EDBC	cjk	篲	$391F	$39	$1F	extension-page	cjk-extension	new/expanded DFS page
5000	篿	U+7BFF	EDBE	cjk	篿	$3920	$39	$20	extension-page	cjk-extension	new/expanded DFS page
5001	篻	U+7BFB	EDBF	cjk	篻	$3921	$39	$21	extension-page	cjk-extension	new/expanded DFS page
5002	簎	U+7C0E	EDC0	cjk	簎	$3923	$39	$23	extension-page	cjk-extension	new/expanded DFS page
5003	篴	U+7BF4	EDC1	cjk	篴	$3924	$39	$24	extension-page	cjk-extension	new/expanded DFS page
5004	簂	U+7C02	EDC4	cjk	𫂆	$3925	$39	$25	extension-page	cjk-extension	new/expanded DFS page
5005	簉	U+7C09	EDC5	cjk	簉	$3926	$39	$26	extension-page	cjk-extension	new/expanded DFS page
5006	簃	U+7C03	EDC6	cjk	簃	$3927	$39	$27	extension-page	cjk-extension	new/expanded DFS page
5007	簁	U+7C01	EDC7	cjk	簁	$3928	$39	$28	extension-page	cjk-extension	new/expanded DFS page
5008	篸	U+7BF8	EDC8	cjk	𥮾	$3929	$39	$29	extension-page	cjk-extension	new/expanded DFS page
5009	篽	U+7BFD	EDC9	cjk	篽	$392A	$39	$2A	extension-page	cjk-extension	new/expanded DFS page
5010	簆	U+7C06	EDCA	cjk	簆	$392B	$39	$2B	extension-page	cjk-extension	new/expanded DFS page
5011	篰	U+7BF0	EDCB	cjk	篰	$392C	$39	$2C	extension-page	cjk-extension	new/expanded DFS page
5012	簐	U+7C10	EDCD	cjk	簐	$392D	$39	$2D	extension-page	cjk-extension	new/expanded DFS page
5013	簊	U+7C0A	EDCE	cjk	簊	$392E	$39	$2E	extension-page	cjk-extension	new/expanded DFS page
5014	縼	U+7E3C	EDD1	cjk	縼	$392F	$39	$2F	extension-page	cjk-extension	new/expanded DFS page
5015	繂	U+7E42	EDD2	cjk	𫄴	$3930	$39	$30	extension-page	cjk-extension	new/expanded DFS page
5016	縳	U+7E33	EDD3	cjk	䌸	$3931	$39	$31	extension-page	cjk-extension	new/expanded DFS page
5017	顈	U+9848	EDD4	cjk	顈	$3932	$39	$32	extension-page	cjk-extension	new/expanded DFS page
5018	縸	U+7E38	EDD5	cjk	𫄲	$3933	$39	$33	extension-page	cjk-extension	new/expanded DFS page
5019	縪	U+7E2A	EDD6	cjk	縪	$3934	$39	$34	extension-page	cjk-extension	new/expanded DFS page
5020	繉	U+7E49	EDD7	cjk	繉	$3935	$39	$35	extension-page	cjk-extension	new/expanded DFS page
5021	繀	U+7E40	EDD8	cjk	繀	$3936	$39	$36	extension-page	cjk-extension	new/expanded DFS page
5022	縩	U+7E29	EDDA	cjk	縩	$3937	$39	$37	extension-page	cjk-extension	new/expanded DFS page
5023	繌	U+7E4C	EDDB	cjk	繌	$3938	$39	$38	extension-page	cjk-extension	new/expanded DFS page
5024	縰	U+7E30	EDDC	cjk	𫄳	$3939	$39	$39	extension-page	cjk-extension	new/expanded DFS page
5025	繄	U+7E44	EDDF	cjk	繄	$393A	$39	$3A	extension-page	cjk-extension	new/expanded DFS page
5026	縺	U+7E3A	EDE0	cjk	𦈐	$393B	$39	$3B	extension-page	cjk-extension	new/expanded DFS page
5027	罿	U+7F7F	EDE2	cjk	罿	$393C	$39	$3C	extension-page	cjk-extension	new/expanded DFS page
5028	罽	U+7F7D	EDE4	cjk	罽	$393D	$39	$3D	extension-page	cjk-extension	new/expanded DFS page
5029	翴	U+7FF4	EDE5	cjk	翴	$393E	$39	$3E	extension-page	cjk-extension	new/expanded DFS page
5030	翲	U+7FF2	EDE6	cjk	翲	$3940	$39	$40	extension-page	cjk-extension	new/expanded DFS page
5031	臄	U+81C4	EDE9	cjk	臄	$3941	$39	$41	extension-page	cjk-extension	new/expanded DFS page
5032	臅	U+81C5	EDEC	cjk	臅	$3942	$39	$42	extension-page	cjk-extension	new/expanded DFS page
5033	臇	U+81C7	EDED	cjk	臇	$3943	$39	$43	extension-page	cjk-extension	new/expanded DFS page
5034	膼	U+81BC	EDEE	cjk	膼	$3944	$39	$44	extension-page	cjk-extension	new/expanded DFS page
5035	臩	U+81E9	EDEF	cjk	臩	$3945	$39	$45	extension-page	cjk-extension	new/expanded DFS page
5036	艛	U+825B	EDF0	cjk	艛	$3946	$39	$46	extension-page	cjk-extension	new/expanded DFS page
5037	艜	U+825C	EDF2	cjk	艜	$3947	$39	$47	extension-page	cjk-extension	new/expanded DFS page
5038	薃	U+8583	EDF3	cjk	薃	$3948	$39	$48	extension-page	cjk-extension	new/expanded DFS page
5039	薀	U+8580	EDF4	cjk	蕰	$3949	$39	$49	extension-page	cjk-extension	new/expanded DFS page
5040	薧	U+85A7	EDF6	cjk	薧	$394A	$39	$4A	extension-page	cjk-extension	new/expanded DFS page
5041	薕	U+8595	EDF7	cjk	薕	$3960	$39	$60	extension-page	cjk-extension	new/expanded DFS page
5042	薠	U+85A0	EDF8	cjk	薠	$3961	$39	$61	extension-page	cjk-extension	new/expanded DFS page
5043	薋	U+858B	EDF9	cjk	薋	$3962	$39	$62	extension-page	cjk-extension	new/expanded DFS page
5044	薣	U+85A3	EDFA	cjk	薣	$3963	$39	$63	extension-page	cjk-extension	new/expanded DFS page
5045	薚	U+859A	EDFD	cjk	薚	$3964	$39	$64	extension-page	cjk-extension	new/expanded DFS page
5046	薞	U+859E	EDFE	cjk	薞	$3965	$39	$65	extension-page	cjk-extension	new/expanded DFS page
5047	蕼	U+857C	EE41	cjk	蕼	$3966	$39	$66	extension-page	cjk-extension	new/expanded DFS page
5048	薉	U+8589	EE42	cjk	薉	$3967	$39	$67	extension-page	cjk-extension	new/expanded DFS page
5049	薡	U+85A1	EE43	cjk	薡	$3968	$39	$68	extension-page	cjk-extension	new/expanded DFS page
5050	蕸	U+8578	EE45	cjk	蕸	$3969	$39	$69	extension-page	cjk-extension	new/expanded DFS page
5051	蕗	U+8557	EE46	cjk	蕗	$396A	$39	$6A	extension-page	cjk-extension	new/expanded DFS page
5052	薎	U+858E	EE47	cjk	薎	$396B	$39	$6B	extension-page	cjk-extension	new/expanded DFS page
5053	薖	U+8596	EE48	cjk	薖	$396C	$39	$6C	extension-page	cjk-extension	new/expanded DFS page
5054	薆	U+8586	EE49	cjk	𫉁	$396D	$39	$6D	extension-page	cjk-extension	new/expanded DFS page
5055	薍	U+858D	EE4A	cjk	薍	$396E	$39	$6E	extension-page	cjk-extension	new/expanded DFS page
5056	薙	U+8599	EE4B	cjk	薙	$396F	$39	$6F	extension-page	cjk-extension	new/expanded DFS page
5057	薝	U+859D	EE4C	cjk	薝	$3970	$39	$70	extension-page	cjk-extension	new/expanded DFS page
5058	薁	U+8581	EE4D	cjk	薁	$3971	$39	$71	extension-page	cjk-extension	new/expanded DFS page
5059	薢	U+85A2	EE4E	cjk	薢	$3972	$39	$72	extension-page	cjk-extension	new/expanded DFS page
5060	薂	U+8582	EE4F	cjk	薂	$3973	$39	$73	extension-page	cjk-extension	new/expanded DFS page
5061	蕶	U+8576	EE53	cjk	蕶	$3974	$39	$74	extension-page	cjk-extension	new/expanded DFS page
5062	薘	U+8598	EE54	cjk	荙	$3975	$39	$75	extension-page	cjk-extension	new/expanded DFS page
5063	薐	U+8590	EE55	cjk	薐	$3976	$39	$76	extension-page	cjk-extension	new/expanded DFS page
5064	虨	U+8668	EE57	cjk	虨	$3977	$39	$77	extension-page	cjk-extension	new/expanded DFS page
5065	螾	U+87BE	EE58	cjk	螾	$3978	$39	$78	extension-page	cjk-extension	new/expanded DFS page
